Group,Duration (min)
FF,50.5244
FF,50.52803333333333
FF,50.63725
FF,50.672783333333335
FF,50.716300000000004
FF,50.786833333333334
FF,50.80683333333333
FF,50.81616666666666
FF,50.83226666666667
FF,50.85763333333333
FF,51.07183333333333
FF,51.18646666666667
FF,51.256416666666674
FF,51.31726666666667
FF,51.44811666666667
FF,51.50843333333333
FF,51.55121666666666
FF,51.559733333333334
FF,51.650216666666665
FF,51.682566666666666
FF,51.696583333333336
FF,51.74778333333334
FF,51.7542
FF,51.82936666666667
FF,51.84025
FF,51.90365
FF,51.95661666666667
FF,51.982883333333334
FF,51.99693333333333
FF,52.091499999999996
FF,52.1177
FF,52.16093333333333
FF,52.20198333333334
FF,52.24743333333333
FF,52.302033333333334
FF,52.360483333333335
FF,52.36716666666667
FF,52.44756666666667
FF,52.497033333333334
FF,52.52093333333333
FF,52.5616
FF,52.59003333333333
FF,52.743399999999994
FF,52.833733333333335
FF,52.929899999999996
FF,52.934099999999994
FF,53.08971666666666
FF,53.096149999999994
FF,53.09975
FF,53.10151666666666
FF,53.10608333333333
FF,53.18141666666667
FF,53.21196666666666
FF,53.33025
FF,53.3555
FF,53.38883333333333
FF,53.405033333333336
FF,53.40925
FF,53.49248333333333
FF,53.517450000000004
FF,53.6201
FF,53.628233333333334
FF,53.63561666666667
FF,53.66376666666667
FF,53.76903333333333
FF,53.79666666666667
FF,53.80283333333333
FF,53.83403333333333
FF,53.846716666666666
FF,53.86128333333333
FF,53.86331666666667
FF,53.93248333333334
FF,53.946133333333336
FF,54.179433333333336
FF,54.23908333333333
FF,54.27271666666666
FF,54.29681666666667
FF,54.37221666666667
FF,54.43875
FF,54.471333333333334
FF,54.4995
FF,54.58801666666667
FF,54.67658333333333
FF,54.70543333333333
FF,54.733266666666665
FF,54.78693333333333
FF,54.91153333333333
FF,54.9698
FF,54.980066666666666
FF,55.13883333333333
FF,55.20856666666667
FF,55.24538333333333
FF,55.347566666666665
FF,55.387950000000004
FF,55.394733333333335
FF,55.450916666666664
FF,55.475183333333334
FF,55.55041666666667
FF,55.574733333333334
FF,55.62315
FF,55.632
FF,55.69688333333333
FF,55.85855
FF,55.87516666666667
FF,55.937
FF,55.96308333333333
FF,56.003283333333336
FF,56.022616666666664
FF,56.08456666666667
FF,56.11881666666667
FF,56.14985
FF,56.15911666666667
FF,56.27253333333333
FF,56.29991666666667
FF,56.3284
FF,56.41435
FF,56.425716666666666
FF,56.434650000000005
FF,56.463366666666666
FF,56.466499999999996
FF,56.6128
FF,56.62943333333333
FF,56.64188333333333
FF,56.648583333333335
FF,56.7177
FF,56.8797
FF,57.07683333333333
FF,57.12891666666667
FF,57.15315
FF,57.2033
FF,57.33981666666667
FF,57.40725
FF,57.45823333333333
FF,57.48775
FF,57.535133333333334
FF,57.575399999999995
FF,57.71476666666667
FF,58.017066666666665
FF,58.329166666666666
FF,58.71268333333333
FF,58.93568333333334
FF,59.15783333333333
FF,59.21406666666667
FF,59.75506666666667
FF,60.0806
FF,60.0806
FF,60.1374
FF,60.16576666666666
FF,60.7459
FF,60.84053333333333
FF,61.366033333333334
FF,61.75435
FF,61.86251666666667
FF,61.94846666666667
FF,61.98395
FF,62.20301666666667
FF,62.275816666666664
FF,62.92413333333333
FF,63.06581666666667
FF,63.66293333333333
FF,63.76713333333333
FF,63.90573333333334
FF,64.26033333333334
FF,64.32135
FF,64.35211666666666
FF,65.55793333333334
FF,65.59838333333333
FF,65.76828333333334
FF,65.89963333333334
FF,66.0772
FF,66.0772
FF,66.20311666666666
FF,66.74871666666667
FF,66.85811666666667
FF,68.0432
FF,68.17881666666666
FF,68.72485
FF,68.80238333333334
FF,69.1531
FF,69.68255
FF,69.83168333333333
FF,69.99936666666667
FF,71.11968333333333
FF,71.41415
FF,72.80491666666667
FF,72.89331666666666
FF,73.22748333333334
FF,73.71006666666668
FF,73.86683333333333
FF,74.20888333333333
FF,74.33076666666666
FF,74.50728333333333
FF,75.73171666666667
FF,75.89776666666667
FF,76.03101666666666
FF,76.5672
FF,76.81693333333332
FF,76.89686666666667
FF,77.60188333333333
FF,77.75710000000001
FF,79.78133333333334
FF,79.83313333333334
FF,79.85578333333333
FF,80.96401666666667
FF,81.10189999999999
FF,81.3405
FF,81.47333333333333
FF,81.516
FF,81.87631666666667
FF,83.98273333333333
FF,84.14443333333334
FF,84.18893333333334
FF,84.30833333333334
FF,84.5635
FF,85.47553333333333
FF,86.53745
FF,86.59738333333333
FF,86.93711666666667
FF,86.9875
FF,87.22025000000001
FF,87.51056666666666
FF,87.53106666666666
FF,87.6579
FF,87.75545000000001
FF,87.79691666666666
FF,87.87861666666666
FF,88.0116
FF,89.0844
FF,89.13011666666667
FF,89.24029999999999
FF,89.73763333333333
FF,90.0655
FF,91.4285
FF,92.93958333333333
FF,93.36846666666666
FF,93.53338333333333
FF,93.68155
FF,94.11506666666668
FF,95.163
FF,95.82611666666666
FF,96.37771666666666
FF,97.16933333333333
FF,97.80659999999999
FF,98.79396666666666
FF,98.87528333333333
FF,100.88000000000001
FF,101.22361666666667
FF,103.45316666666666
FF,104.27573333333333
FF,104.55748333333332
FF,104.88155
FF,104.92498333333333
FF,105.27783333333333
FF,106.24318333333333
FF,107.93509999999999
FF,108.0446
FF,108.04791666666667
FF,108.66035000000001
FF,108.76299999999999
FF,109.40455
FF,110.64615
FF,110.92935000000001
FF,111.7033
FF,112.47283333333333
FF,112.92366666666666
FF,114.16196666666666
FF,115.48479999999999
FF,115.79346666666667
FF,115.92293333333333
FF,116.09881666666666
FF,117.11733333333333
FF,117.41513333333334
FF,117.65491666666667
FF,118.32031666666667
FF,120.09581666666666
FF,120.45948333333334
FF,120.9475
FF,122.77028333333332
FF,124.24911666666667
FF,124.44265
FF,124.86668333333334
FF,124.92218333333334
FF,125.67166666666667
FF,125.73355
FF,126.45571666666666
FF,126.80968333333334
FF,127.25435
FF,127.4587
FF,129.42956666666666
FF,131.71943333333334
FF,132.12091666666666
FF,132.24208333333334
FF,132.46035
FF,134.02773333333332
FF,136.90256666666667
FF,136.92193333333336
FF,137.48036666666667
FF,143.70971666666668
FF,144.46668333333335
FF,147.06536666666668
FF,148.55488333333332
FF,148.99526666666668
FF,151.54871666666668
FF,153.26088333333334
FF,153.85041666666666
FF,154.72301666666667
FF,156.8619
FF,157.66993333333332
FF,158.39585
FF,160.7072
FF,167.07765
FF,167.33391666666665
FF,168.10885000000002
FF,169.51255
FF,172.7678
FF,173.07524999999998
FF,177.41236666666666
FF,187.94341666666665
FF,189.39991666666668
FF,196.77723333333333
FF,197.6877
FF,200.43653333333333
FF,200.69709999999998
FF,203.63811666666666
FF,217.50151666666667
FF,238.87923333333336
FF,239.01751666666667
FF,255.41401666666667
FF,298.23815
FF,327.31876666666665
FF,329.6687
PR,61.76396666666667
PR,58.00951666666666
PR,64.19666666666667
PR,46.1933
PR,110.05233333333334
PR,51.366233333333334
PR,60.27271666666666
PR,58.27656666666667
PR,55.835950000000004
PR,55.7579
PR,61.81975
PR,54.690333333333335
PR,55.54918333333333
PR,52.82143333333333
PR,49.8642
PR,50.80996666666667
PR,50.187916666666666
PR,54.700183333333335
PR,55.04833333333333
PR,54.547866666666664
PR,62.36031666666667
PR,55.050200000000004
PR,49.90168333333334
PR,61.60305
PR,47.55466666666667
PR,58.3032
PR,54.583933333333334
PR,57.964416666666665
PR,55.272616666666664
PR,50.999233333333336
PR,47.23955
PR,51.95901666666667
PR,66.90148333333333
PR,52.5751
PR,50.02435
PR,49.7408
PR,56.38713333333333
PR,50.9186
PR,54.61966666666667
PR,56.22508333333334
PR,56.48681666666666
PR,53.0625
PR,50.50483333333333
PR,55.14838333333333
PR,55.497283333333336
PR,56.18503333333333
PR,51.037349999999996
PR,57.52861666666667
PR,50.36015
PR,52.7121
PR,59.506566666666664
PR,53.62598333333334
PR,55.62148333333334
PR,56.4416
PR,48.49746666666667
PR,55.81041666666667
PR,56.392849999999996
PR,70.61326666666668
PR,59.39563333333333
PR,54.92386666666666
PR,51.01118333333333
PR,51.59631666666667
PR,50.577533333333335
PR,51.935399999999994
PR,52.924216666666666
PR,52.404016666666664
PR,49.51316666666666
PR,51.6029
PR,51.91973333333333
PR,122.60911666666667
PR,56.10916666666667
PR,55.55368333333333
PR,53.158249999999995
PR,55.87245
PR,55.85725
PR,55.81755
PR,48.4459
PR,47.16043333333334
PR,54.948816666666666
PR,53.870266666666666
PR,100.72008333333333
PR,55.171616666666665
PR,60.14843333333333
PR,57.83833333333334
PR,55.876083333333334
PR,50.73268333333333
PR,55.999583333333334
PR,49.4023
PR,62.483383333333336
PR,52.573750000000004
PR,60.50393333333333
PR,58.546616666666665
PR,59.893566666666665
PR,57.48393333333333
PR,49.47291666666667
PR,57.889433333333336
PR,59.87311666666667
PR,56.620733333333334
PR,55.80511666666666
PR,54.11948333333333
PR,50.65315
PR,48.41395
PR,47.083666666666666
PR,46.1442
PR,51.74355
PR,51.934
PR,62.556583333333336
PR,74.64301666666667
PR,56.19148333333333
PR,55.75873333333333
PR,55.56975
PR,56.086416666666665
PR,54.048516666666664
PR,50.2802
PR,60.3234
PR,54.6652
PR,49.12848333333333
PR,54.39653333333333
PR,55.081316666666666
PR,53.90861666666667
PR,53.31856666666667
PR,48.744366666666664
PR,49.665933333333335
PR,48.34565
PR,48.46583333333333
PR,60.9892
PR,51.6639
PR,55.26526666666667
PR,55.39521666666667
PR,50.664883333333336
PR,55.83136666666667
PR,59.57683333333333
PR,50.9328
PR,61.4403
PR,60.557916666666664
PR,54.06163333333333
PR,51.65951666666667
PR,53.7105
PR,58.3856
PR,47.96906666666666
PR,54.54216666666667
PR,54.812733333333334
PR,54.705016666666666
PR,62.276916666666665
PR,54.385999999999996
PR,53.363283333333335
PR,53.33926666666667
PR,53.717800000000004
PR,48.10285
PR,52.84211666666667
PR,48.606033333333336
PR,48.81406666666667
PR,51.12825
PR,51.50208333333333
PR,55.994233333333334
PR,55.32458333333333
PR,64.75963333333333
PR,61.47571666666667
PR,63.53971666666666
PR,63.38656666666667
PR,54.75351666666666
PR,56.15878333333333
PR,54.53358333333333
PR,54.770316666666666
PR,54.15176666666667
PR,112.78698333333334
PR,60.39768333333333
PR,57.90828333333333
PR,49.45465
PR,106.94631666666668
PR,56.256049999999995
PR,50.146449999999994
PR,58.62793333333333
PR,55.083816666666664
PR,50.52921666666667
PR,56.78866666666667
PR,51.75763333333334
PR,52.723166666666664
PR,54.89125
PR,50.66901666666667
PR,58.08311666666667
PR,50.44301666666667
PR,57.73485
PR,110.32763333333334
PR,58.10491666666667
PR,49.85303333333333
PR,60.97513333333333
PR,60.08198333333333
PF,62.12113333333333
PF,137.45808333333335
PF,130.90766666666667
PF,61.229683333333334
PF,55.990966666666665
PF,54.92915
PF,53.902816666666666
PF,56.6213
PF,82.61688333333333
PF,55.8099
PF,54.63985
PF,54.16186666666667
PF,54.86415
PF,76.74218333333333
PF,53.27908333333333
PF,78.88976666666667
PF,90.2689
PF,56.20336666666667
PF,54.63995
PF,57.07899999999999
PF,55.62101666666667
